stn,year,temp,dewp,slp,stp,visib,prcp
110010,2000,48.28383561643837,41.710410958904134,1016.3315068493154,943.6526027397259,999.9,1024.7799999999997
110080,2000,47.54917582417582,40.99725274725275,1016.4999999999997,945.6005494505496,991.8038461538463,242.69
110100,2000,50.572131147540986,43.23661202185792,9631.680601092894,9630.116939890711,5.502459016393441,2234.099999999998
110120,2000,50.220547945205496,43.1882191780822,1016.3761643835617,970.1301369863013,179.05726027397262,343.9399999999995
110150,2000,47.28410958904111,40.79780821917807,1016.5575342465753,951.7339726027395,991.7282191780823,925.6299999999997
110180,2000,50.20083102493074,44.44044321329638,1016.6351800554016,984.1401662049859,999.9,32.94999999999997
110190,2000,48.09423076923078,42.134890109890115,1015.8873626373627,944.6846153846157,65.3478021978022,24.34
110200,2000,46.8394520547945,40.48520547945205,1016.5180821917813,956.437808219178,999.9,221.83
110210,2000,47.31232876712328,41.83260273972602,1016.1843835616443,950.6054794520551,558.3698630136988,25.879999999999992
110220,2000,50.595762711864424,40.288700564971755,1015.9449152542372,977.386440677966,587.7725988700568,614.0400000000002
110240,2000,45.61484593837534,38.70308123249297,9999.9,905.1714285714287,999.9,25.329999999999995
110280,2000,50.9207650273224,43.80846994535517,1016.5382513661203,982.5595628415304,371.33087431693986,124.51999999999998
110300,2000,52.509589041095865,43.354520547945214,1385.2019178082196,1364.935890410959,13.785479452054794,423.71999999999946
110320,2000,51.75863013698629,44.29232876712329,1016.1583561643837,991.3057534246576,298.8742465753427,121.88000000000008
110340,2000,52.43333333333332,42.52385964912281,1016.5203508771926,995.1263157894738,999.9,8.44
110350,2000,53.22575342465753,43.16986301369864,1016.3473972602736,991.3309589041094,13.708493150684928,424.7499999999993
110360,2000,52.76174863387978,43.29836065573772,9999.9,9999.9,6.2019125683060095,1623.5499999999972
110510,2000,49.73369863013698,43.978904109589024,1016.7443835616436,970.3213698630136,999.9,36.35
110550,2000,50.16582633053225,44.547338935574224,1016.9999999999997,978.9753501400556,999.9,32.179999999999986
110600,2000,51.58657534246576,43.92273972602742,1016.8471232876708,985.3619178082196,999.9,33.04
110750,2000,51.42054794520549,43.90356164383562,1015.8432876712322,991.335616438356,825.633698630137,819.2999999999997
110780,2000,48.48076923076924,40.80247252747249,1015.9271978021976,934.7038461538465,197.59532967032962,1131.0100000000002
110820,2000,53.08246575342464,42.684931506849296,1015.9997260273973,989.3254794520548,999.9,19.009999999999994
111010,2000,51.18032786885247,45.57950819672133,1016.9521857923497,965.0983606557376,17.031693989071044,66.16
111050,2000,50.77355371900828,44.101377410468324,1017.444077134986,965.2388429752064,999.9,450.45999999999987
111120,2000,48.00082872928176,39.18121546961325,1016.9325966850836,923.4077348066296,999.9,32.809999999999995
111200,2000,49.52568306010928,42.413114754098366,9852.652185792349,9851.490163934424,6.566120218579236,1746.2099999999982
111260,2000,32.14714285714285,96.01285714285721,9999.9,9999.9,17.674999999999994,814.5399999999997
111280,2000,41.02707182320441,33.91243093922651,9999.9,879.4690607734813,999.9,51.31999999999998
111300,2000,48.985245901639345,42.26530054644811,1017.1150273224042,958.7762295081967,197.59043715846988,56.49999999999999
111350,2000,40.25195530726256,58.920111731843576,9999.9,1154.4041899441338,999.9,156.93000000000004
111360,2000,44.63112947658402,37.36831955922865,9999.9,900.5746556473832,341.3763085399448,1145.0199999999995
111380,2000,32.76712328767124,25.833150684931518,9999.9,767.4427397260274,43.649589041095886,211.6
111400,2000,49.92738095238095,41.607440476190476,9999.9,9999.9,23.314880952380943,860.7099999999997
111410,2000,47.37272727272729,42.27465564738291,1017.8862258953168,953.0044077134987,999.9,1042.14
111440,2000,47.61885245901639,39.800273224043714,1042.0112021857922,952.5953551912567,17.06256830601093,248.22000000000003
111460,2000,24.725619834710752,129.24269972451788,9999.9,693.6887052341592,14.223966942148767,88.88
111470,2000,45.22093663911846,39.64242424242424,1017.3677685950413,917.2765840220387,999.9,42.879999999999974
111480,2000,42.89953488372095,356.8246511627908,9999.9,9999.9,25.92697674418605,23.17
111490,2000,38.469971671388095,31.030311614730888,9999.9,823.4923512747874,999.9,39.75999999999999
111500,2000,50.624863387978145,41.960382513661216,9926.156284153005,9925.721038251362,6.19863387978142,1147.8199999999995
111520,2000,49.709972299168996,44.54986149584483,1016.2437673130196,956.8908587257615,999.9,46.17999999999999
111530,2000,56.4,46.3,9999.9,9999.9,15.5,0.0
111540,2000,50.59753424657536,44.84438356164383,1016.7284931506853,966.0145205479456,999.9,449.06000000000006
111550,2000,40.56575342465753,87.20657534246571,9999.9,835.3558904109588,94.78410958904112,74.51999999999998
111560,2000,50.583122362869204,416.72616033755304,1472.4827004219405,1228.4291139240504,13.508016877637127,425.7
111570,2000,46.56493150684932,39.83698630136988,2395.412328767123,2330.9816438356165,14.09780821917808,844.6199999999991
111650,2000,47.22225274725275,39.03104395604395,2250.832142857143,2181.914560439561,17.24642857142856,635.8999999999996
111700,2000,46.256438356164395,41.409041095890416,1016.5293150684932,944.0013698630133,243.16684931506848,1059.72
111720,2000,46.242622950819644,36.68497267759563,9999.9,9999.9,10.113661202185796,1145.6599999999996
111740,2000,48.0027397260274,40.79917808219177,1016.3906849315069,948.9523287671234,999.9,30.43999999999999
111800,2000,40.19742857142858,34.731142857142856,9999.9,841.6882857142855,997.1274285714287,1234.2099999999996
111820,2000,52.24356164383562,42.05780821917809,1016.3528767123283,982.6413698630133,101.49369863013705,222.71
111850,2000,46.856983240223464,38.5,9999.9,1761.0717877094974,999.9,32.209999999999994
111900,2000,53.10219178082193,44.75616438356165,1016.162191780822,993.1424657534246,11.373698630136984,2321.4799999999977
111920,2000,50.727548209366375,42.13415977961432,1041.3955922865014,1009.4721763085404,999.9,321.51
111940,2000,53.372876712328775,44.60931506849314,1016.2334246575343,1000.348767123288,999.9,23.35999999999998
112040,2000,47.40437158469947,40.07431693989071,1017.2363387978144,939.0808743169403,999.9,37.55
112070,2000,43.3,38.3,9999.9,9999.9,12.4,0.0
112100,2000,45.07163461538464,130.86874999999998,9999.9,9999.9,27.96586538461539,30.15999999999999
112120,2000,35.74971751412428,85.81497175141249,9999.9,810.2403954802256,17.911299435028244,159.94000000000008
112130,2000,49.93846153846154,41.25686813186813,1017.1826923076924,958.7903846153844,891.1983516483517,247.15000000000003
112140,2000,46.820872274143284,37.49844236760125,9999.9,9999.9,17.890965732087235,40.33
112310,2000,49.51147540983607,41.410382513661176,9975.354371584699,9975.198087431696,5.725136612021853,1443.89
112400,2000,52.39617486338797,44.01256830601093,9950.724863387975,9950.502459016396,5.598087431693993,1031.9999999999989
112410,2000,42.023204419889495,35.955801104972366,9999.9,854.1964088397788,999.9,635.06
112450,2000,26.725,18.3,1026.6583333333333,1740.4333333333334,18.40833333333333,0.23
112480,2000,47.14066666666666,39.63733333333333,1197.4453333333338,1171.9866666666671,744.5166666666665,305.27
112520,2000,44.91264367816093,36.878735632183925,9999.9,881.0715517241377,991.4005747126434,834.0700000000003
112550,2000,43.608547008547,40.01880341880342,1016.9153846153847,933.2094017094015,999.9,43.65000000000001
112600,2000,44.776518218623494,37.68785425101214,9999.9,880.861133603239,999.9,25.869999999999994
112700,2000,47.87835616438355,42.51260273972602,1017.0832876712327,943.6328767123283,999.9,63.51999999999999
112750,2000,46.518784530386746,40.762430939226505,9999.9,9999.9,999.9,43.90999999999998
112800,2000,46.17513812154694,39.936740331491706,1017.12955801105,922.5080110497237,999.9,33.369999999999976
112920,2000,50.95726027397258,43.557260273972595,1016.28,953.659726027397,999.9,29.749999999999996
